re,AppID,URL,Game Title,Release Date,AI Disclosure Type,Disclosure Clarity,Launch Base Price (USD),First Price Change Date,Price Adjustment Count,Current Base Price (USD),Price Tier,Dev Tier,Macro Genre,Is_Multiplayer,Is_Early_Access,Global Review Count,Global Rating %,Mean_Sentiment_Score,Reviews_Analyzed,Positive_Sentiment_Ratio,Theme_AI_Ratio,Theme_Scam_Ratio,Theme_Tech_Ratio,Is_AI_Cohort,Unnamed: 0
Game 98,3690760,https://store.steampowered.com/app/3690760/Wild_West_Supermarket_Simulator/,Wild West Supermarket Simulator,2026-06-26 00:00:00,3,1,12.99,0,0,12.99,1,1,3,1,1,201,64.09,0.4533333333333333,66,0.7878787878787878,0.0,0.0606060606060606,0.2424242424242424,1,
Game 99,1575940,https://store.steampowered.com/app/1575940/Sins_of_a_Solar_Empire_II/,Sins of a Solar Empire II,2024-08-15 00:00:00,1,1,49.99,0,0,49.99,3,2,3,1,0,8580,81.6,0.424456,300,0.7566666666666667,0.1966666666666666,0.0133333333333333,0.06,1,
Game 100,3059520,https://store.steampowered.com/app/3059520/F1_25/,F1® 25,2025-05-30 00:00:00,1,2,59.99,2026-06-03 00:00:00,1,49.99,3,2,3,2,1,28188,85.37,0.3378423333333333,300,0.6366666666666667,0.04,0.0033333333333333,0.0633333333333333,1,
,4834070,https://store.steampowered.com/app/4834070/Dont_Sleep_With_The_Fishes/,Don't Sleep With The Fishes,2026-06-26 00:00:00,0,0,1.99,0,0,1.99,1,1,3,1,0,694,88.69,0.4875486666666667,300,0.74,0.0,0.0033333333333333,0.01,0,Game 1
,2744010,https://store.steampowered.com/app/2744010/Urban_Jungle/,Urban Jungle,2025-03-21 00:00:00,0,0,11.99,0,0,11.99,1,1,3,1,0,778,85.37,0.745188,300,0.9033333333333332,0.0,0.0,0.0966666666666666,0,Game 2
,3734400,https://store.steampowered.com/app/3734400/Creepy_Shift_Uncle_Joes_Motel/,Creepy Shift: Uncle Joe’s Motel,2026-03-04 00:00:00,0,0,6.99,0,0,6.99,1,1,3,1,0,225,83.79,0.5100081081081081,74,0.7297297297297297,0.027027027027027,0.0135135135135135,0.1081081081081081,0,Game 3
,3913270,https://store.steampowered.com/app/3913270/Slimeward/,Slimeward,2026-04-15 00:00:00,0,0,2.99,0,0,2.99,1,1,3,1,0,334,83.15,0.4948926553672316,177,0.7740112994350282,0.0,0.0056497175141242,0.0225988700564971,0,Game 4
,2720950,https://store.steampowered.com/app/2720950/Grunn/,Grunn,2024-10-04 00:00:00,0,0,12.99,0,0,12.99,1,1,3,1,0,1451,91.17,0.4692206666666667,300,0.7433333333333333,0.0,0.0,0.0066666666666666,0,Game 6
,3393740,https://store.steampowered.com/app/3393740/Firefly_Village/,Firefly Village,2025-08-11 00:00:00,0,0,8.99,0,0,8.99,1,1,3,1,0,128,78.82,0.8077425287356322,87,0.9540229885057472,0.0114942528735632,0.0,0.1839080459770115,0,Game 7
,3482510,https://store.steampowered.com/app/3482510/Packing_Life/,Packing Life,2026-03-06 00:00:00,0,0,9.99,0,0,9.99,1,1,3,1,0,102,69.17,0.6076636363636364,66,0.8333333333333334,0.0,0.0,0.0909090909090909,0,Game 8
,4231470,https://store.steampowered.com/app/4231470/Chopped_Up/,Chopped Up,2026-03-11 00:00:00,0,0,4.99,0,0,4.99,1,1,3,1,0,118,84.91,0.4342643564356436,101,0.7326732673267327,0.0,0.0,0.0396039603960396,0,Game 9
,3252360,https://store.steampowered.com/app/3252360/Unemployment_Simulator_2018/,Unemployment Simulator 2018,2026-02-03 00:00:00,0,0,9.99,0,0,9.99,1,1,3,1,0,137,76.8,0.2031637362637362,91,0.5604395604395604,0.0,0.0,0.0989010989010989,0,Game 10
,2729820,https://store.steampowered.com/app/2729820/Vending_Dokan_Kozy_Kiosk/,Vending Dokan!: Kozy Kiosk,2025-06-07 00:00:00,0,0,11.99,0,0,11.99,1,1,3,1,1,158,81.2,0.6621073770491803,122,0.8688524590163934,0.0245901639344262,0.0081967213114754,0.1393442622950819,0,Game 11
,2856370,https://store.steampowered.com/app/2856370/Into_the_Emberlands/,Into the Emberlands,2025-01-20 00:00:00,0,0,6.59,0,0,6.59,1,1,3,1,1,309,75.68,0.5278426666666667,150,0.7933333333333333,0.0,0.0,0.16,0,Game 12
,3894850,https://store.steampowered.com/app/3894850/Nothing_To_Declare/,Nothing To Declare,2026-07-25 00:00:00,0,0,9.99,0,0,9.99,1,1,3,1,0,202,70.94,0.5438076086956521,92,0.7934782608695652,0.0217391304347826,0.0,0.1956521739130435,0,Game 13
,2479290,https://store.steampowered.com/app/2479290/Computer_Repair_Shop/,Computer Repair Shop,2024-01-12 00:00:00,0,0,9.99,0,0,9.99,1,1,3,1,0,611,65.04,0.3091399999999999,175,0.6171428571428571,0.0171428571428571,0.0228571428571428,0.2114285714285714,0,Game 14
,3179050,https://store.steampowered.com/app/3179050/Piece_by_Piece/,Piece by Piece,2026-03-11 00:00:00,0,0,11.99,0,0,11.99,1,1,3,1,0,185,81.92,0.7973116666666668,120,0.95,0.0,0.0,0.1583333333333333,0,Game 15
,2342690,https://store.steampowered.com/app/2342690/Call_of_Boba/,Call of Boba,2025-03-10 00:00:00,0,0,12.99,0,0,12.99,1,1,3,1,1,166,65.62,0.6663734375,64,0.84375,0.0,0.046875,0.328125,0,Game 16
,3978250,https://store.steampowered.com/app/3978250/Sector_Space/,Sector Space,2025-11-28 00:00:00,0,0,4.99,0,0,4.99,1,1,3,1,1,132,83.27,0.6099811965811966,117,0.8632478632478633,0.0256410256410256,0.0085470085470085,0.0683760683760683,0,Game 17
,1226970,https://store.steampowered.com/app/1226970/Disco_Simulator/,Disco Simulator,2024-03-05 00:00:00,0,0,14.99,0,0,14.99,1,1,3,1,0,218,71.35,0.5773672131147541,61,0.819672131147541,0.0163934426229508,0.0,0.0655737704918032,0,Game 18
,2789460,https://store.steampowered.com/app/2789460/Ale_Abbey__Monastery_Brewery_Tycoon/,Ale Abbey - Monastery Brewery Tycoon,2025-09-17 00:00:00,0,0,14.99,0,0,14.99,1,1,3,1,1,1348,84.69,0.5434983333333333,300,0.83,0.0,0.0066666666666666,0.0366666666666666,0,Game 19
,3299080,https://store.steampowered.com/app/3299080/Snow_Resort_Simulator/,Snow Resort Simulator,2026-04-09 00:00:00,0,0,12.99,0,0,12.99,1,1,3,1,1,112,85.24,0.7208983870967742,62,0.9193548387096774,0.0,0.0,0.0967741935483871,0,Game 20
,3841970,https://store.steampowered.com/app/3841970/Battle_On_Hero_Academy/,Battle On! Hero Academy,2025-10-23 00:00:00,0,0,4.99,0,0,4.99,1,1,3,1,0,802,79.93,0.5646196078431373,51,0.803921568627451,0.0,0.0,0.0784313725490196,0,Game 21
,2393730,https://store.steampowered.com/app/2393730/Legendary_Pilots/,Legendary Pilots,2026-04-21 00:00:00,0,0,8.99,0,0,8.99,1,1,3,1,0,233,65.4,0.5674448717948718,156,0.8205128205128205,0.0192307692307692,0.0128205128205128,0.1923076923076923,0,Game 22
,3553210,https://store.steampowered.com/app/3553210/Auto_Rogue/,Auto Rogue,2025-05-23 00:00:00,0,0,6.99,0,0,6.99,1,1,3,1,0,723,86.08,0.5703947115384616,208,0.8317307692307693,0.0,0.0096153846153846,0.048076923076923,0,Game 23
,2216660,https://store.steampowered.com/app/2216660/Mortal_Glory_2/,Mortal Glory 2,2024-03-04 00:00:00,0,0,11.99,0,0,11.99,1,1,3,1,0,306,81.15,0.6206995283018868,212,0.8726415094339622,0.0518867924528301,0.0047169811320754,0.0188679245283018,0,Game 24
,3259470,https://store.steampowered.com/app/3259470/Papas_Pizzeria_Deluxe/,Papa's Pizzeria Deluxe,2024-11-19 00:00:00,0,0,5.99,0,0,5.99,1,1,3,1,0,3696,94.59,0.419233,300,0.6533333333333333,0.0,0.0,0.0033333333333333,0,Game 25
,2434600,https://store.steampowered.com/app/2434600/ShantyTown/,ShantyTown,2026-04-17 00:00:00,0,0,14.99,0,0,14.99,1,1,3,1,0,449,90.55,0.732535,300,0.9133333333333332,0.0,0.0033333333333333,0.07,0,Game 26
,3109580,https://store.steampowered.com/app/3109580/I_Am_Legion_Stand_Survivors/,I Am Legion: Stand Survivors,2025-03-07 00:00:00,0,0,8.99,0,0,8.99,1,1,1,1,0,2550,79.09,0.534844,300,0.82,0.0,0.0033333333333333,0.02,0,Game 27
,2741490,https://store.steampowered.com/app/2741490/At_Tonys/,At Tony's,2024-04-24 00:00:00,0,0,3.99,0,0,3.99,1,1,1,1,0,204,72.31,0.2617203125,128,0.59375,0.0546875,0.0,0.03125,0,Game 28
,2760790,https://store.steampowered.com/app/2760790/Another_Farm_Roguelike_Rebirth/,Another Farm Roguelike: Rebirth,2025-08-01 00:00:00,0,0,6.99,0,0,6.99,1,1,1,1,0,537,69.22,0.5467123595505619,89,0.797752808988764,0.0,0.0112359550561797,0.1685393258426966,0,Game 29
,3464970,https://store.steampowered.com/app/3464970/Holder_of_Place/,Holder of Place,2025-11-26 00:00:00,0,0,9.99,0,0,9.99,1,1,1,1,0,294,83.17,0.6686515151515151,198,0.8888888888888888,0.005050505050505,0.0,0.0353535353535353,0,Game 30
,2721890,https://store.steampowered.com/app/2721890/oo/,Öoo,2025-08-07 00:00:00,0,0,9.99,0,0,9.99,1,1,1,1,0,6764,95.83,0.624097,300,0.8566666666666667,0.0,0.0,0.0,0,Game 31
,1543710,https://store.steampowered.com/app/1543710/Beyond_Galaxyland/,Beyond Galaxyland,2024-09-24 00:00:00,0,0,14.99,0,0,14.99,1,1,1,1,0,365,80.62,0.658080487804878,205,0.8536585365853658,0.0048780487804878,0.0,0.0292682926829268,0,Game 32
,3237920,https://store.steampowered.com/app/3237920/Mech_Havoc/,Mech Havoc,2025-10-27 00:00:00,0,0,8.98,2026-01-05 00:00:00,3,9.99,1,1,1,1,1,774,90.35,0.5369583333333333,300,0.8266666666666667,0.01,0.0,0.0233333333333333,0,Game 33
,3011850,https://store.steampowered.com/app/3011850/CRUELTY/,CRUELTY,2024-06-17 00:00:00,0,0,6.99,0,0,6.99,1,1,1,1,0,143,67.64,0.2305918367346938,49,0.6326530612244898,0.0408163265306122,0.0,0.1632653061224489,0,Game 34
,2101890,https://store.steampowered.com/app/2101890/Zoonomaly/,Zoonomaly,2024-03-06 00:00:00,0,0,5.99,0,0,5.99,1,1,1,1,0,965,74.49,0.2675006666666666,300,0.58,0.01,0.0033333333333333,0.06,0,Game 35
,2850100,https://store.steampowered.com/app/2850100/Dungeon_Exiles/,Dungeon Exiles,2024-08-08 00:00:00,0,0,9.99,2024-11-27 00:00:00,2,4.99,1,1,1,1,0,115,69.52,0.4649777777777778,81,0.7777777777777778,0.0,0.0,0.037037037037037,0,Game 36
,3480990,https://store.steampowered.com/app/3480990/There_Are_No_Orcs/,There Are No Orcs,2025-11-06 00:00:00,0,0,8.99,0,0,8.99,1,1,1,1,0,1205,88.46,0.512006,300,0.8066666666666666,0.0033333333333333,0.0033333333333333,0.03,0,Game 37
,4303040,https://store.steampowered.com/app/4303040/Pyromaniac/,Pyromaniac,2026-01-30 00:00:00,0,0,4.99,0,0,4.99,1,1,1,1,0,866,81.23,0.211183393501805,277,0.592057761732852,0.0,0.0216606498194945,0.03971119133574,0,Game 38
,1679510,https://store.steampowered.com/app/1679510/Plushie_from_the_Sky/,Plushie from the Sky,2024-05-06 00:00:00,0,0,11.99,0,0,11.99,1,1,1,1,0,386,88.66,0.5763761467889909,218,0.8211009174311926,0.0,0.018348623853211,0.0963302752293578,0,Game 39
,2793370,https://store.steampowered.com/app/2793370/Chillas_Art_Shinkansen_0___0/,[Chilla's Art] Shinkansen 0 | 新幹線 0号,2024-03-23 00:00:00,0,0,6.99,0,0,6.99,1,1,4,1,0,1133,81.4,0.415761,300,0.7133333333333334,0.0033333333333333,0.0033333333333333,0.03,0,Game 40
,4277790,https://store.steampowered.com/app/4277790/Blackjack_Descent/,Blackjack Descent,2026-02-19 00:00:00,0,0,7.99,0,0,7.99,1,1,4,1,0,112,73.72,0.3247655913978494,93,0.6774193548387096,0.0,0.0,0.032258064516129,0,Game 41
,2379780,https://store.steampowered.com/app/2379780/Balatro/,Balatro,2024-02-20 00:00:00,0,0,14.99,0,0,14.99,1,1,4,1,0,196983,96.62,0.3543989999999999,300,0.6233333333333333,0.0,0.0,0.0,0,Game 42
,4530880,https://store.steampowered.com/app/4530880/BACKSPACE/,BACK*SPACE,2026-04-29 00:00:00,0,0,7.5,0,0,7.5,1,1,4,1,0,115,83.41,0.7736150537634409,93,0.9032258064516128,0.0,0.021505376344086,0.053763440860215,0,Game 43
,3929760,https://store.steampowered.com/app/3929760/Incredicer/,Incredicer,2025-11-27 00:00:00,0,0,2.99,0,0,2.99,1,1,4,1,0,2375,82.28,0.438707,300,0.7433333333333333,0.0,0.0,0.0233333333333333,0,Game 44
,3694480,https://store.steampowered.com/app/3694480/A_Game_About_Feeding_A_Black_Hole/,A Game About Feeding A Black Hole,2025-12-15 00:00:00,0,0,6.99,0,0,6.99,1,1,4,1,0,3310,85.38,0.471214,300,0.7566666666666667,0.0033333333333333,0.0033333333333333,0.02,0,Game 45
,4276980,https://store.steampowered.com/app/4276980/Tiny_Biomes_Cozy_Idle/,Tiny Biomes: Cozy Idle,2026-03-13 00:00:00,0,0,4.99,0,0,4.99,1,1,4,1,0,441,80.01,0.5131550264550264,189,0.7883597883597884,0.0,0.0,0.0423280423280423,0,Game 46
,3411050,https://store.steampowered.com/app/3411050/3D_Escape_Room_Detective_Story/,3D Escape Room: Detective Story,2025-03-14 00:00:00,0,0,7.99,0,0,7.99,1,1,4,1,0,132,65.18,0.4685067796610169,59,0.7457627118644068,0.0,0.0,0.0169491525423728,0,Game 47
,2097030,https://store.steampowered.com/app/2097030/Union_of_Gnomes/,Union of Gnomes,2024-04-24 00:00:00,0,0,14.99,0,0,14.99,1,1,4,1,1,359,75.55,0.3550990654205608,107,0.7009345794392523,0.0,0.0093457943925233,0.0186915887850467,0,Game 48
,4563880,https://store.steampowered.com/app/4563880/walk/,walk,2026-07-18 00:00:00,0,0,1.99,0,0,1.99,1,1,4,1,0,266,90.7,0.6989704663212435,193,0.9067357512953368,0.0,0.0,0.0103626943005181,0,Game 49
,3232040,https://store.steampowered.com/app/3232040/BodyRecords/,BodyRecords,2025-04-18 00:00:00,0,0,6.99,0,0,6.99,1,1,1,2,1,663,63.66,0.3479296666666667,300,0.7066666666666667,0.0033333333333333,0.01,0.1633333333333333,0,Game 50
,3257310,https://store.steampowered.com/app/3257310/10S_FOREVER/,10S FOREVER,2025-06-18 00:00:00,0,0,7.99,0,0,7.99,1,1,1,2,0,105,87.0,0.4646809523809524,84,0.7380952380952381,0.0,0.0,0.0238095238095238,0,Game 51
,1817500,https://store.steampowered.com/app/1817500/Abandoned_Archive/,Abandoned Archive,2025-11-24 00:00:00,0,0,5.99,0,0,5.99,1,1,1,2,0,760,87.53,0.2884,300,0.6133333333333333,0.0333333333333333,0.12,0.0233333333333333,0,Game 52
,2085540,https://store.steampowered.com/app/2085540/Stick_It_to_the_Stickman/,Stick It to the Stickman,2025-08-18 00:00:00,0,0,4.99,2026-02-16 00:00:00,2,11.99,1,1,1,2,1,8203,93.58,0.3729093333333333,300,0.67,0.0,0.0,0.0666666666666666,0,Game 53
,3119720,https://store.steampowered.com/app/3119720/Barro_2024/,Barro 2024,2024-08-09 00:00:00,0,0,0.99,2025-02-15 00:00:00,1,4.99,1,1,1,2,0,193,72.46,0.3671098360655737,61,0.6557377049180327,0.0327868852459016,0.0327868852459016,0.0327868852459016,0,Game 54
,1805320,https://store.steampowered.com/app/1805320/Romestead/,Romestead,2026-05-26 00:00:00,0,0,13.99,0,0,13.99,1,1,1,2,1,4778,74.41,0.4750233333333333,300,0.76,0.0066666666666666,0.0,0.0733333333333333,0,Game 55
,2684370,https://store.steampowered.com/app/2684370/Dinosaur_World/ ,Dinosaur World,2025-04-27 00:00:00,0,0,0.99,2025-07-25 00:00:00,5,9.99,1,1,1,2,1,171,59.44,0.3036633333333333,60,0.6666666666666666,0.05,0.05,0.1833333333333333,0,Game 56
,3089130,https://store.steampowered.com/app/3089130/Retail_Company_Simulator/,Retail Company Simulator,2024-08-06 00:00:00,0,0,11.99,0,0,11.99,1,1,3,2,0,738,85.08,0.6063246231155779,199,0.8492462311557789,0.0251256281407035,0.0,0.0804020100502512,0,Game 57
,2897240,https://store.steampowered.com/app/2897240/Puffin_Planes/,Puffin Planes,2024-09-04 00:00:00,0,0,11.99,0,0,11.99,1,1,3,2,0,353,87.23,0.6176385714285715,280,0.8607142857142858,0.0642857142857142,0.0,0.0714285714285714,0,Game 58
,2289650,https://store.steampowered.com/app/2289650/Mini_Airways__ATC_simulator/,Mini Airways - ATC simulator,2024-07-31 00:00:00,0,0,9.99,0,0,9.99,1,1,3,2,0,1571,87.74,0.4574156666666667,300,0.7633333333333333,0.0,0.0066666666666666,0.0266666666666666,0,Game 59
,3558400,https://store.steampowered.com/app/3558400/Backseat_Drivers/,Backseat Drivers,2025-10-09 00:00:00,0,0,9.99,0,0,9.99,1,1,3,2,0,1190,74.74,0.3308533333333333,300,0.63,0.0,0.0,0.0866666666666666,0,Game 60
,4019090,https://store.steampowered.com/app/4019090/HAM_The_Game/,HAM: The Game,2026-03-03 00:00:00,0,0,7.99,0,0,7.99,1,1,3,2,0,153,73.21,0.489740625,64,0.734375,0.0,0.0,0.109375,0,Game 61
,4037180,https://store.steampowered.com/app/4037180/Go_Ape_Ship/,Go Ape Ship!,2026-02-18 00:00:00,0,0,9.99,0,0,9.99,1,1,3,2,0,453,45.08,0.60322,30,0.8666666666666667,0.0,0.0,0.0666666666666666,0,Game 62
,2918500,https://store.steampowered.com/app/2918500/Cozy_Island/,Cozy Island,2025-09-22 00:00:00,0,0,8.99,0,0,8.99,1,1,3,2,0,2639,88.02,0.4994296703296704,91,0.6813186813186813,0.0219780219780219,0.0,0.0989010989010989,0,Game 63
,1865930,https://store.steampowered.com/app/1865930/Space_Prison/,Space Prison,2024-07-18 00:00:00,0,0,19.99,0,0,19.99,2,1,3,1,0,287,78.37,0.4923180124223602,161,0.7950310559006211,0.0,0.0,0.1118012422360248,0,Game 64
,2854710,https://store.steampowered.com/app/2854710/Chocolate_Factory/,Chocolate Factory,2024-06-18 00:00:00,0,0,19.99,0,0,19.99,2,1,3,1,0,149,54.97,0.4289024390243903,82,0.6951219512195121,0.0121951219512195,0.1219512195121951,0.0975609756097561,0,Game 65
,2289390,https://store.steampowered.com/app/2289390/Crab_God/,Crab God,2024-06-20 00:00:00,0,0,19.99,0,0,19.99,2,1,3,1,0,325,76.52,0.6211179104477612,201,0.8109452736318408,0.0149253731343283,0.0,0.0597014925373134,0,Game 66
,2162800,https://store.steampowered.com/app/2162800/shapez_2__Factory/,shapez 2 - Factory,2026-04-23 00:00:00,0,0,24.99,2026-01-19 00:00:00,1,29.99,2,1,3,1,1,15067,94.44,0.4766933333333333,300,0.75,0.0,0.0,0.0233333333333333,0,Game 67
,2078230,https://store.steampowered.com/app/2078230/Badlands_Crew__Drive_Command_Conquer/,"Badlands Crew - Drive, Command, Conquer",2025-04-28 00:00:00,0,0,18.99,0,0,18.99,2,1,3,1,0,1223,75.5,0.3407489999999999,300,0.6666666666666666,0.0166666666666666,0.0366666666666666,0.0766666666666666,0,Game 68
,2949320,https://store.steampowered.com/app/2949320/Ratatan/,Ratatan,2025-09-18 00:00:00,0,0,24.99,0,0,24.99,2,1,1,2,1,3088,82.48,0.482763,300,0.7133333333333334,0.0,0.0,0.03,0,Game 69
,3116640,https://store.steampowered.com/app/3116640/Torque_Drift_2/,Torque Drift 2,2024-11-29 00:00:00,0,0,19.99,0,0,19.99,2,1,1,2,1,422,62.91,0.5866568306010929,183,0.8087431693989071,0.0054644808743169,0.0163934426229508,0.1912568306010929,0,Game 70
,3189340,https://store.steampowered.com/app/3189340/Dungeons_of_Eternity/,Dungeons of Eternity,2025-09-11 00:00:00,0,0,29.99,0,0,29.99,2,1,1,2,0,966,85.73,0.580454,300,0.8266666666666667,0.0033333333333333,0.0033333333333333,0.04,0,Game 71
,1221480,https://store.steampowered.com/app/1221480/Big_Hops_Together/,Big Hops Together,2026-01-12 00:00:00,0,0,19.99,0,0,19.99,2,1,1,2,0,556,85.66,0.6757016666666666,300,0.8833333333333333,0.0033333333333333,0.0033333333333333,0.1566666666666666,0,Game 72
,1466230,https://store.steampowered.com/app/1466230/The_Holy_Gosh_Darn/,The Holy Gosh Darn,2024-09-26 00:00:00,0,0,19.99,0,0,19.99,2,1,2,1,0,347,88.55,0.7005709923664122,131,0.9083969465648856,0.0,0.0,0.0229007633587786,0,Game 73
,1307960,https://store.steampowered.com/app/1307960/Quartet/,Quartet,2025-08-26 00:00:00,0,0,19.99,0,0,19.99,2,1,2,1,0,392,88.32,0.7479728813559322,295,0.911864406779661,0.0033898305084745,0.0033898305084745,0.0203389830508474,0,Game 74
,1897650,https://store.steampowered.com/app/1897650/Dream_Tactics/,Dream Tactics,2024-04-15 00:00:00,0,0,17.99,0,0,17.99,2,1,2,1,0,688,86.63,0.6419648464163822,293,0.8464163822525598,0.0068259385665529,0.0,0.0341296928327645,0,Game 75
,2288470,https://store.steampowered.com/app/2288470/Aethermancer/,Aethermancer,2025-09-23 00:00:00,0,0,21.99,2026-05-20 00:00:00,1,25.99,2,1,2,1,1,2642,87.65,0.5691046666666667,300,0.8166666666666667,0.0033333333333333,0.0,0.03,0,Game 76
,2934190,https://store.steampowered.com/app/2934190/Aooni/,Aooni,2024-07-25 00:00:00,0,0,9.99,0,0,9.99,1,1,2,1,0,1008,73.71,0.203767,300,0.4833333333333333,0.0433333333333333,0.0033333333333333,0.0166666666666666,0,Game 77
,1811330,https://store.steampowered.com/app/1811330/Lord_Ambermaze/,Lord Ambermaze,2025-09-17 00:00:00,0,0,14.99,0,0,14.99,1,1,2,1,0,142,82.77,0.3920904761904761,63,0.6984126984126984,0.0,0.0,0.0,0,Game 78
,3329650,https://store.steampowered.com/app/3329650/Find_Love_or_Die_Trying_Til_Death_Do_Us_Part/,Find Love or Die Trying: Til Death Do Us Part,2025-03-18 00:00:00,0,0,4.99,0,0,4.99,1,1,2,1,0,172,63.74,0.5842474576271186,59,0.7457627118644068,0.0,0.0,0.0,0,Game 79
,2828590,https://store.steampowered.com/app/2828590/The_Haunting_of_Joni_Evers/,The Haunting of Joni Evers,2025-01-13 00:00:00,0,0,14.99,0,0,14.99,1,1,2,1,0,167,81.78,0.7426205607476636,107,0.9158878504672896,0.0,0.0093457943925233,0.0934579439252336,0,Game 80
,1669480,https://store.steampowered.com/app/1669480/Firefighting_Simulator_Ignite/,Firefighting Simulator: Ignite,2025-09-09 00:00:00,0,0,34.99,0,0,34.99,3,2,3,2,1,2554,77.52,0.4051276666666666,300,0.7366666666666667,0.2766666666666666,0.0,0.1166666666666666,0,Game 81
,2399420,https://store.steampowered.com/app/2399420/Le_Mans_Ultimate/,Le Mans Ultimate,2025-07-22 00:00:00,0,0,32.99,2024-10-01 00:00:00,2,39.99,3,2,3,2,1,19586,77.44,0.345167,300,0.6733333333333333,0.0166666666666666,0.0033333333333333,0.1133333333333333,0,Game 82
,2021880,https://store.steampowered.com/app/2021880/Ara_History_Untold_Anniversary_Edition/,Ara History Untold: Anniversary Edition,2024-09-24 00:00:00,0,0,59.99,2025-09-24 00:00:00,1,49.99,3,2,3,2,0,2287,67.23,0.511518,300,0.7833333333333333,0.14,0.01,0.1366666666666666,0,Game 83
,1594040,https://store.steampowered.com/app/1594040/Wreckreation/,Wreckreation,2025-10-28 00:00:00,0,0,39.99,0,0,39.99,3,2,3,2,0,488,62.47,0.5172737451737451,259,0.7606177606177607,0.1042471042471042,0.0193050193050193,0.3243243243243243,0,Game 84
,3402720,https://store.steampowered.com/app/3402720/Clean_Up_Earth/,Clean Up Earth,2026-04-02 00:00:00,0,0,29.99,0,0,29.99,2,1,3,2,0,142,62.02,0.634343396226415,53,0.8301886792452831,0.0188679245283018,0.0,0.1698113207547169,0,Game 85
,1416960,https://store.steampowered.com/app/1416960/Everafter_Falls/,Everafter Falls,2024-06-20 00:00:00,0,0,19.99,0,0,19.99,2,1,3,2,0,726,79.34,0.7062578947368421,285,0.9052631578947368,0.0035087719298245,0.0105263157894736,0.1298245614035087,0,Game 86
,3164500,https://store.steampowered.com/app/3164500/Schedule_I/,Schedule I,2025-03-25 00:00:00,0,0,19.99,0,0,19.99,2,1,3,2,1,314224,96.75,0.375409,300,0.6733333333333333,0.0066666666666666,0.0,0.02,0,Game 87
,3081840,https://store.steampowered.com/app/3081840/Chrono_Gear_Warden_of_Time/,Chrono Gear: Warden of Time,2025-09-12 00:00:00,0,0,17.99,0,0,17.99,2,1,1,1,0,995,92.86,0.747421,300,0.8866666666666667,0.0,0.0,0.02,0,Game 88
,1308940,https://store.steampowered.com/app/1308940/Misc_A_Tiny_Tale/,Misc. A Tiny Tale,2025-07-31 00:00:00,0,0,19.99,0,0,19.99,2,1,1,1,0,132,87.36,0.788778431372549,102,0.9411764705882352,0.0,0.0,0.0392156862745098,0,Game 89
,2356560,https://store.steampowered.com/app/2356560/Monster_Hunter_Stories/,Monster Hunter Stories,2024-06-14 00:00:00,0,0,29.99,0,0,29.99,2,2,2,2,0,2096,86.88,0.492834,300,0.7533333333333333,0.0066666666666666,0.0066666666666666,0.02,0,Game 90
,1374490,https://store.steampowered.com/app/1374490/RuneScape_Dragonwilds/,RuneScape: Dragonwilds,2025-04-16 00:00:00,0,0,29.99,0,0,29.99,2,2,2,2,1,29226,79.87,0.465667,300,0.7433333333333333,0.0,0.0,0.0366666666666666,0,Game 91
,2865580,https://store.steampowered.com/app/2865580/Lets_Minesweeper/,Let's Minesweeper,2024-07-24 00:00:00,0,0,4.99,0,0,4.99,1,1,4,2,0,906,73.95,0.2363229729729729,74,0.5675675675675675,0.0,0.0135135135135135,0.0405405405405405,0,Game 92
,2285940,https://store.steampowered.com/app/2285940/Hollow_Survivors,Hollow Survivors,2025-04-10 00:00:00,0,0,9.99,0,0,9.99,1,2,1,1,0,199,75.43,0.4562810126582278,79,0.7468354430379747,0.0,0.0126582278481012,0.0379746835443038,0,Game 93
,1762930,https://store.steampowered.com/app/1762930/Goat_Simulator_Remastered/,Goat Simulator: Remastered,2024-11-07 00:00:00,0,0,29.99,0,0,29.99,2,2,1,2,0,1170,83.43,0.3792986666666667,300,0.6133333333333333,0.0033333333333333,0.01,0.0633333333333333,0,Game 94
,3314070,https://store.steampowered.com/app/3314070/The_Sims_2_Legacy_Collection/,The Sims™ 2 Legacy Collection,2025-02-01 00:00:00,0,0,29.99,0,0,29.99,2,2,3,1,0,5009,70.67,0.4854946666666667,300,0.7733333333333333,0.0,0.01,0.2366666666666666,0,Game 95
,1588550,https://store.steampowered.com/app/1588550/Cairn/,Cairn,2026-01-29 00:00:00,0,0,29.99,0,0,29.99,3 (Tier Override: Mid substituted for Premium),1,1,1,0,21216,92.18,0.513355,300,0.74,0.0033333333333333,0.0,0.0433333333333333,0,Game 96
,4039140,https://store.steampowered.com/app/4039140/Subway_Builder/,Subway Builder,2026-07-17 00:00:00,0,0,39.99,0,0,39.99,3,1,3,1,0,362,56.19,0.4031549586776859,242,0.7272727272727273,0.1157024793388429,0.0082644628099173,0.3099173553719008,0,Game 97
,2197680,https://store.steampowered.com/app/2197680/That_Time_I_Got_Reincarnated_as_a_Slime_ISEKAI_Chronicles/,That Time I Got Reincarnated as a Slime ISEKAI Chronicles,2024-08-08 00:00:00,0,0,49.99,0,0,49.99,3,2,1,1,1,368,54.29,0.4420886956521739,115,0.7391304347826086,0.017391304347826,0.0260869565217391,0.0695652173913043,0,Game 98
